Video Name,Views,Likes
Nick Saban tells media they're feeding his team rat poison following Alabama's win over Texas A&M,106619,753
Pink Addresses The Christina Aguilera Beef | Plead The Fifth | WWHL,584990,4131
John Oliver - Harvey Weinstein,1231976,8694
Samoa Hotshot crew 61.  2017,66342,468
Mosaic: Official Trailer,37882,267
Seth MacFarlane Calls Out Harvey Weinstein Back In 2013,3235959,22769
Finding Ralphie | A CHRISTMAS STORY LIVE!,11094,78
Hurricane Nate leaves path of destruction along Gulf Coast,28471,200
12 STRONG - Official Trailer,2125732,14916
Giants vs. Broncos | NFL Week 6 Game Highlights,682911,4790
Tom Petty & The Heartbreakers  -- American Girl,565454,3951
APPLE PARK October 2017 Drone Tour 4K,141279,987
12 STRONG - Official Trailer,2576398,17999
Catalonia referendum: 'Spanish authorities are the criminals',265678,1852
Wendy Williams Responds To T.I.'s Instagram Rant  Dishes On Her Scandalous Bikini Pics | PeopleTV,88402,616
My Friend Dahmer - Official Trailer (US) - FilmRise,174248,1213
Kingsman: The Golden Circle | That Dog Don't Hunt Clip | 20th Century FOX,288222,2003
Seth MacFarlane Calls Out Harvey Weinstein Back In 2013,3397737,23564
Microsoft DevCast 1993,43011,298
Samoa Hotshot crew 61.  2017,85212,589
O.J. Simpson walks out of prison after release,34131,235
The rest of the Mean Girls cast joins the fight...,37730,259
Castle Rock - First Look Teaser  (Official) • A Hulu Original,317802,2181
Seth MacFarlane Calls Out Harvey Weinstein Back In 2013,3493853,23973
Lore - Official Trailer [HD] | Amazon Video,99739,683
Last Week Tonight with John Oliver - Oct 8  2017,812716,5555
FOX Sports' Charissa Thompson Joins The Dan Patrick Show In-Studio | Full Interview | 10/03/17,7176,49
Hurricane Nate leaves path of destruction along Gulf Coast,29448,201
Seth MacFarlane Calls Out Harvey Weinstein Back In 2013,3563283,24317
First Tuned Run of Terry Mayhugh's Quarter Scale V12 Merlin,8075,55
Hurricane Nate leaves path of destruction along Gulf Coast,29837,203
Detroit Pistons | #Trending: Eminem Surprises LCA Crowd,614317,4167
Introducing Oculus Go,261790,1775
Perfect Party: 30,31715,215
Will Sterling K Brown Be Part Of ‘American Crime Story: Katrina’? | WWHL,14905,101
Jim Carrey Sounds Off on Icons and More at NYFW 2017 | E! Live from the Red Carpet,2526119,17110
10 EASY MAGIC TRICKS ANYONE CAN DO,4774911,32276
Samoa Hotshot crew 61.  2017,109024,736
Tom Petty & The Heartbreakers  -- American Girl,671431,4528
APPLE PARK October 2017 Drone Tour 4K,151169,1019
Last Week Tonight with John Oliver - Oct 8  2017,838000,5640
Meghan McCain Joins 'The View' As Co-Host | The View,215461,1448
The rest of the Mean Girls cast joins the fight...,39164,263
A very persistent brat,95764,642
After Show: Lea Michele Rates John Stamos’ Kiss | WWHL,25668,172
Jennifer Lawrence: My New Horror Film ‘Mother!’ Is ‘An Assault’ | TODAY,59450,398
Hurricane Nate makes landfall near Mississippi River,87700,587
Microsoft DevCast 1993,45020,301
Last Week Tonight with John Oliver - Oct 8  2017,847286,5662
Abby Loves The Proclaimers - I'm Gonna Be (500 Miles),22453,150
APPLE PARK October 2017 Drone Tour 4K,156726,1046
The rest of the Mean Girls cast joins the fight...,40122,267
Last Week Tonight with John Oliver - Oct 8  2017,856170,5696
10 EASY MAGIC TRICKS ANYONE CAN DO,5107032,33851
Tom Petty & The Heartbreakers  -- American Girl,719712,4763
Didi homers twice as Yanks advance to ALCS: 10/11/17,253110,1671
Introducing Oculus Go,272468,1798
Giants vs. Broncos | NFL Week 6 Game Highlights,793089,5232
Fergie On Josh Duhamel  Mario Lopez And Justin Timberlake | Plead The Fifth | WWHL,61726,406
Lore - Official Trailer [HD] | Amazon Video,110540,726
Jim Carrey Sounds Off on Icons and More at NYFW 2017 | E! Live from the Red Carpet,2817086,18485
Crane Removal - Timelapse,72458,475
Meghan McCain Joins 'The View' As Co-Host | The View,227158,1489
Tom Petty & The Heartbreakers  -- American Girl,754178,4930
Thomas Rhett & Bobby Bones surprise fans with Life Changes,50664,331
Frankie and​ ​Witney’s - Quickstep - Dancing with the Stars,144868,946
Meghan McCain Joins 'The View' As Co-Host | The View,230041,1502
Apple Watch Series 3 + Apple Music — Roll — Apple,3987580,26021
Thomas Rhett & Bobby Bones surprise fans with Life Changes,49973,326
10 EASY MAGIC TRICKS ANYONE CAN DO,5502137,35892
(HD) Frankie Muniz and Witney Carson Foxtrot - Dancing With the Stars Premiere,98194,639
What is a bump fire stock?,476086,3094
Introducing Oculus Go,279074,1813
Meghan McCain Joins 'The View' As Co-Host | The View,231986,1505
Served Like A Girl - Trailer,7410,48
Apple Watch Series 3 + Apple Music — Roll — Apple,4112187,26609
Gomes leads Indians to 4-2 victory: 9/27/17,14400,93
Abby Loves The Proclaimers - I'm Gonna Be (500 Miles),23228,150
Announcement of the Nobel Prize in Chemistry 2017,59156,381
Giants vs. Broncos | NFL Week 6 Game Highlights,833131,5362
Jim Carrey Sounds Off on Icons and More at NYFW 2017 | E! Live from the Red Carpet,3101709,19954
Gomes leads Indians to 4-2 victory: 9/27/17,17107,110
Abby Loves The Proclaimers - I'm Gonna Be (500 Miles),23345,150
First Tuned Run of Terry Mayhugh's Quarter Scale V12 Merlin,7009,45
Thomas Rhett & Bobby Bones surprise fans with Life Changes,49107,315
WATCH: First Lady Melania Trump discusses children's issues at UN,52555,337
A very persistent brat,118948,762
Gerard Butler Ended Up in Hospital After Injecting Bee Venom | Lorraine,9685,62
What is a bump fire stock?,907723,5806
Miley Cyrus covers Wildflowers (Tom Petty Tribute) - The Howard Stern Show,15949,102
Introducing Oculus Go,284658,1818
What is a bump fire stock?,797000,5086
Senator Jeff Flake On Health Bill: I'm Not Responding To Donors | Morning Joe | MSNBC,38242,244
Glass elevator in the Steve Jobs Theater,459085,2929
GOTTI (2017 Movie) – Official Trailer – John Travolta,526489,3356
KUWTK | Kim Kardashian Calls Caitlyn a Liar Over Her Book | E!,809314,5150
Will Sterling K Brown Be Part Of ‘American Crime Story: Katrina’? | WWHL,16370,104
HAPPY! | Season 1: Official Trailer #1 | SYFY,178831,1132
Perfect Party: 30,35093,222
Kylie Jenner Is Pregnant! | TMZ News,1345916,8504
Wendy Williams Responds To T.I.'s Instagram Rant  Dishes On Her Scandalous Bikini Pics | PeopleTV,134239,846
Demetrious Johnson vs Ray Borg | Highlights | UFC 216,295446,1859
Is it too early to call Alabama vs. Clemson Round 3? | SC with SVP | ESPN,3498,22
Kelly Clarkson Talks American Idol & Dr. Luke | Interview,30563,192
Wet Book Rescue,56016,351
Perfect Party: 30,35753,224
Jack Ryan - Teaser: The Reveal [HD] | Amazon Video,100167,626
Announcement of the Nobel Prize in Chemistry 2017,63766,398
What is a bump fire stock?,681981,4256
Perfect Party: 30,36059,225
Announcement of the Nobel Prize in Chemistry 2017,65134,406
Wonder Wheel – Official Trailer [HD] | Amazon Studios,211621,1319
Hot hand fallacy,46554,290
2017 US Open: Sloane Stephens Takes The Title,119124,742
WATCH: Sarah Sanders discusses Las Vegas shooting at White House news briefing,52340,326
Thomas Rhett & Bobby Bones surprise fans with Life Changes,46311,288
Jennifer Lawrence: My New Horror Film ‘Mother!’ Is ‘An Assault’ | TODAY,74158,461
Prankster interrupts Theresa May's conference speech to hand her fake P45,801292,4981
Gunman opens fire at Tennessee church,40057,249
Prankster interrupts Theresa May's conference speech to hand her fake P45,836033,5193
Thomas Rhett & Bobby Bones surprise fans with Life Changes,39638,246
Prankster interrupts Theresa May's conference speech to hand her fake P45,708203,4390
Lore - Official Trailer [HD] | Amazon Video,123721,766
Prankster interrupts Theresa May's conference speech to hand her fake P45,849889,5255
2017 US Open: Sloane Stephens Takes The Title,122620,756
Northern Ontario Moose vs Wolf,80342,495
Glass elevator in the Steve Jobs Theater,483199,2976
Jennifer Lawrence: My New Horror Film ‘Mother!’ Is ‘An Assault’ | TODAY,79900,492
WATCH: Sarah Sanders discusses Las Vegas shooting at White House news briefing,54223,333
Apple Watch Series 3 hands-on live from Apple Event 2017,65650,403
Glass elevator in the Steve Jobs Theater,485350,2977
Arctic Foxes Destroy Filmmaker's Camera,27768,170
WATCH: Sarah Sanders discusses Las Vegas shooting at White House news briefing,54759,335
Wet Book Rescue,59706,365
Hugh Hefner Dead at 91 | E! News,84965,518
Asiah Collins & Crystal Smith Get Into a Shouting Match | The Platinum Life | E!,28946,176
After Show: Lea Michele Rates John Stamos’ Kiss | WWHL,28782,175
Pawn Stars: An Original 1978 Superman Costume (Season 14) | History,400104,2432
Lore - Official Trailer [HD] | Amazon Video,132561,802
Brett Eldredge - The Long Way (Official Music Video),867624,5248
Jack Ryan - Teaser: The Reveal [HD] | Amazon Video,93235,562
Wendy Williams Responds To T.I.'s Instagram Rant  Dishes On Her Scandalous Bikini Pics | PeopleTV,165899,999
Eric Church - Why Not Me | October 4  2017,6078326,36535
The Honda Civic has a very small feature  that I never noticed. Until now.,659749,3964
Wabash kicker takes his blocked field goal in for TD,12331,74
The Honda Civic has a very small feature  that I never noticed. Until now.,667703,3996
Eric Church - Why Not Me | October 4  2017,6020569,35936
The New Mutants | Official Trailer [HD] | 20th Century FOX,6694485,39893
The New Mutants | Official Trailer [HD] | 20th Century FOX,6642575,39526
Nicki Minaj Surprises Nas Celebrating His 43rd Birthday Party with Swizz Beatz!,33686,200
The New Mutants | Official Trailer [HD] | 20th Century FOX,6572719,39020
WATCH: First Lady Melania Trump discusses children's issues at UN,59378,352
Gunman opens fire at Tennessee church,43859,260
Eric Church - Why Not Me | October 4  2017,5939630,35171
Emmys 2017 Red Carpet Live By People & Entertainment Weekly | PeopleTV,38038,225
Gunman opens fire at Tennessee church,43968,260
Pokemon fan jumps over fence @ white house,4737,28
The New Mutants | Official Trailer [HD] | 20th Century FOX,6428082,37943
Bella Hadid Roughs Up Security Roughing Up Female Photog | TMZ,198260,1170
Meyer talks midweek about Nebraska; Confirms Grimes dealing with issue,2373,14
Rami Malek como Freddie Mercury en Live Aid,80647,475
Emmys 2017 Red Carpet Live By People & Entertainment Weekly | PeopleTV,38423,226
Prince Harry's popcorn swiped by toddler,987902,5810
Keeping Up With the Kardashians Katch-Up S14  EP.2 | E!,288058,1694
FOX Sports' Charissa Thompson Joins The Dan Patrick Show In-Studio | Full Interview | 10/03/17,12768,75
Hurricane Irma News Bloopers,9025,53
Peter Rabbit Trailer,10231,60
Eric Church - Why Not Me | October 4  2017,5782976,33881
WATCH: First Lady Melania Trump discusses children's issues at UN,60646,355
Helmer Zone,113312,663
FOX Sports' Charissa Thompson Joins The Dan Patrick Show In-Studio | Full Interview | 10/03/17,11113,65
After Show: Lea Michele Rates John Stamos’ Kiss | WWHL,30643,179
Tom Petty & the Heartbreakers~Last Two Songs~You Wreck Me/American Girl~Hollywood Bowl~9/25/2017,216945,1267
Playing Boston Celtics Jaylen Brown 1 on 1 *must watch*,139883,816
Dad Builds Palace For Dogs,4801,28
EXCLUSIVE: Zonnique - Patience [Teaser],5662,33
O.J. Simpson walks out of prison after release,53933,314
GOTTI (2017 Movie) – Official Trailer – John Travolta,665261,3863
Demetrious Johnson vs Ray Borg | Highlights | UFC 216,340317,1975
The New Mutants | Official Trailer [HD] | 20th Century FOX,6139085,35599
Eric Church - Why Not Me | October 4  2017,5389625,31170
Rihanna en Madrid en FentyBeauty,2768,16
Roussel & Schenn engage in hilarious  punchless fight,30279,175
Russell's four RBIs lead Cubs to NLCS: 10/12/17,346675,1993
KUWTK | Kim Kardashian Calls Caitlyn a Liar Over Her Book | E!,939816,5392
22 Injured In Explosion On London Subway Train At Parsons Green Underground Station | TIME,585176,3334
O.J. Simpson walks out of prison after release,58508,333
Husker Du - Sorry Somehow,172189,980
Nicki Minaj Surprises Nas Celebrating His 43rd Birthday Party with Swizz Beatz!,36595,208
World's First Aerial 360 Video Over North Korea 2017,166277,944
Queen Live Aid 1985 (Part 1) (High Quality),19753,112
Served Like A Girl - Trailer,9354,53
Husker Du - Sorry Somehow,184273,1043
Husker Du - Sorry Somehow,182568,1032
Husker Du - Sorry Somehow,179986,1016
O.J. Simpson walks out of prison after release,59915,338
Kylie Jenner Is Pregnant! | TMZ News,1852386,10449
Apple Watch Series 3 hands on,19880,112
Nicki Minaj Surprises Nas Celebrating His 43rd Birthday Party with Swizz Beatz!,38720,218
Pittsburgh Steelers Vs Baltimore Ravens National Anthem 10/1/17,100378,565
Demetrious Johnson vs Ray Borg | Highlights | UFC 216,356294,2005
Hurricane Nate makes landfall near Mississippi River,137693,774
House Speaker Paul Ryan Discusses President Donald Trump's Feuds With GOP | Morning Joe | MSNBC,48922,275
Canelo Alvarez vs. Gennady Golovkin fight ruled a draw | SportsCenter | ESPN,1304884,7306
KUWTK | Kim Kardashian Calls Caitlyn a Liar Over Her Book | E!,981992,5481
Parsons Green: 'There was a human stampede' - BBC News,64374,359
Trump in San Juan: Maria has thrown US budget out of whack,10225,57
The New Mutants | Official Trailer [HD] | 20th Century FOX,5632058,31390
Hugh Hefner Dead at 91 | E! News,112905,626
Annihilation (2018) - Teaser Trailer - Paramount Pictures,4331522,24008
Bitch - Official Movie Trailer (2017),20929,116
Tom Petty & the Heartbreakers~Last Two Songs~You Wreck Me/American Girl~Hollywood Bowl~9/25/2017,272072,1507
Activist Tamika Mallory kicked off flight over seating dispute,1445,8
Gökhan Saki KOs Henrique da Silva | HIGHLIGHTS | UFC FIGHT NIGHT,533604,2954
Catalonia referendum: Voters confront police in Barcelona,181018,1001
iPhone X walkthrough: Animoji  Face ID  Portrait Mode Lighting effects  more,94123,520
Hurricane Irma News Bloopers,10892,60
Dad Builds Palace For Dogs,5266,29
KUWTK | Kim Kardashian Calls Caitlyn a Liar Over Her Book | E!,1010709,5566
AIRFRAME: F-22 Raptor,2182,12
Crane Removal - Timelapse,90250,496
I  TONYA [Official Teaser] – In Theaters Winter 2017,1042121,5727
Nicki Minaj Surprises Nas Celebrating His 43rd Birthday Party with Swizz Beatz!,40238,221
Hurricane Nate makes landfall near Mississippi River,143716,788
Optical Illusions #2,71187,390
My baby hears me for the first time and is almost moved to tears!,238084,1299
Demetrious Johnson vs Ray Borg | Highlights | UFC 216,370255,2020
Generationer,17640,96
Prince Harry's popcorn swiped by toddler,1453937,7907
South Park on Harvey Weinstein,260744,1415
Kylie Jenner Is Pregnant! | TMZ News,2043382,11073
Hugh Hefner Dead at 91 | E! News,118474,642
KUWTK | Kim Kardashian Calls Caitlyn a Liar Over Her Book | E!,1039862,5628
Steven Seagal Calls NFL Protests 'Disgusting' | Good Morning Britain,374832,2028
Hugh Hefner Dead at 91 | E! News,119136,644
Hugh Hefner Dead at 91 | E! News,119486,644
Tom Petty & the Heartbreakers~Last Two Songs~You Wreck Me/American Girl~Hollywood Bowl~9/25/2017,292870,1578
South Park on Harvey Weinstein,271930,1463
House Speaker Paul Ryan Discusses President Donald Trump's Feuds With GOP | Morning Joe | MSNBC,60838,327
Prankster interrupts Theresa May's conference speech to hand her fake P45,430121,2310
I Made A Mistake,42463,228
South Park on Harvey Weinstein,274544,1470
South Park on Harvey Weinstein,276047,1477
Bitch - Official Movie Trailer (2017),38367,205
Kylie Jenner Is Pregnant! | TMZ News,2099444,11205
Crane Removal - Timelapse,94666,505
LeBron James Fearless | Intel,28133,150
Tom Petty & the Heartbreakers~Last Two Songs~You Wreck Me/American Girl~Hollywood Bowl~9/25/2017,302819,1613
Last Week Tonight with John Oliver S04E23 - Sep 10  2017,668027,3553
HAPPY! | Season 1: Official Trailer #1 | SYFY,237220,1260
Kelly Clarkson Talks American Idol & Dr. Luke | Interview,59537,316
Kylie Jenner Is Pregnant! | TMZ News,2129936,11299
Why Is Ayesha Curry Sending Pics of Her Feet to Steph Curry?,313279,1660
Michelle Obama Speech at Pennsylvania Conference for Women (10-3-17),114206,605
Apple Watch Series 3 hands on,33997,180
Last Week Tonight with John Oliver S04E23 - Sep 10  2017,675609,3571
Eric Church - Why Not Me | October 4  2017,4431163,23364
GOTTI (2017 Movie) – Official Trailer – John Travolta,851604,4484
Last Week Tonight with John Oliver S04E23 - Sep 10  2017,682207,3589
Audi Think Faster: Episode 2 Featuring Elizabeth Banks,27016,142
Jesse Williams Calls Pregame National Anthem 'A Scam' Convincing Americans 'To Go Overseas and Kill',52148,273
Kelly Clarkson Talks American Idol & Dr. Luke | Interview,57920,303
Kelly Clarkson Talks American Idol & Dr. Luke | Interview,51836,271
Annihilation (2018) - Teaser Trailer - Paramount Pictures,5034602,26311
Why Is Ayesha Curry Sending Pics of Her Feet to Steph Curry?,326709,1705
Russell's four RBIs lead Cubs to NLCS: 10/12/17,490269,2558
House Speaker Paul Ryan Discusses President Donald Trump's Feuds With GOP | Morning Joe | MSNBC,65976,344
Lobo Football Press Conference,4416,23
Why Is Ayesha Curry Sending Pics of Her Feet to Steph Curry?,334715,1742
Hot hand fallacy,133376,692
House Speaker Paul Ryan Discusses President Donald Trump's Feuds With GOP | Morning Joe | MSNBC,66533,345
House Speaker Paul Ryan Discusses President Donald Trump's Feuds With GOP | Morning Joe | MSNBC,66382,344
Annihilation (2018) - Teaser Trailer - Paramount Pictures,5330780,27580
Prince Harry's popcorn swiped by toddler,1616537,8359
Kelly Clarkson Talks American Idol & Dr. Luke | Interview,47399,245
Torched Out read by Harry Dean Stanton.,4651,24
Trump in San Juan: Maria has thrown US budget out of whack,15310,79
Jesse Williams Calls Pregame National Anthem 'A Scam' Convincing Americans 'To Go Overseas and Kill',56255,290
Kucherov picks up 6th goal of season against Red Wings,16691,86
Steven Seagal Calls NFL Protests 'Disgusting' | Good Morning Britain,576321,2969
Annihilation (2018) - Teaser Trailer - Paramount Pictures,5520472,28421
Torched Out read by Harry Dean Stanton.,4471,23
Jesse Williams Calls Pregame National Anthem 'A Scam' Convincing Americans 'To Go Overseas and Kill',58396,300
Russell's four RBIs lead Cubs to NLCS: 10/12/17,509113,2615
Trump in San Juan: Maria has thrown US budget out of whack,15971,82
Rick and Morty Szechuan Sauce Riot in LA,204435,1049
Annihilation (2018) - Teaser Trailer - Paramount Pictures,5651983,28959
Canelo Alvarez vs. Gennady Golovkin fight ruled a draw | SportsCenter | ESPN,1622730,8312
The perfect thing for a hangover!,440252,2250
Russell's four RBIs lead Cubs to NLCS: 10/12/17,515492,2631
Bitch - Official Movie Trailer (2017),49048,250
The perfect thing for a hangover!,453546,2308
Russell's four RBIs lead Cubs to NLCS: 10/12/17,518972,2637
The perfect thing for a hangover!,369619,1878
Russell's four RBIs lead Cubs to NLCS: 10/12/17,521074,2643
The perfect thing for a hangover!,455100,2308
Frankie and​ ​Witney’s - Quickstep - Dancing with the Stars,237533,1204
Audi Think Faster: Episode 2 Featuring Elizabeth Banks,37915,192
Kucherov picks up 6th goal of season against Red Wings,17581,89
M7.1 Quake Rocks Mexico City On Anniversary Of 1985 Earthquake,174910,885
Trump in San Juan: Maria has thrown US budget out of whack,16252,82
Jack Ryan - Teaser: The Reveal [HD] | Amazon Video,37461,189
Crane Removal - Timelapse,101956,514
Audi Think Faster: Episode 2 Featuring Elizabeth Banks,35312,178
Danisa Denmark Open 2017 | Badminton SF M3-WS | Tai Tzu Ying vs Ratchanok Intanon,23410,118
Saquon Barkley 85-Yard Touchdown vs. Georgia State,26829,135
Parsons Green: 'There was a human stampede' - BBC News,83906,422
Canelo Alvarez vs. Gennady Golovkin fight ruled a draw | SportsCenter | ESPN,1681166,8432
Crane Removal - Timelapse,30757,154
I  TONYA [Official Teaser] – In Theaters Winter 2017,1261097,6314
Hurricane Irma roars into the Florida Keys and continues up the coast,50155,251
Wonder Wheel – Official Trailer [HD] | Amazon Studios,376614,1881
Josie and The Pussycats ft. Cheryl Blossom | Milkshake Cover | Riverdale,2205,11
iPhone 8 Hands-On: Don't Overlook This Big Update,16653,83
Saquon Barkley 85-Yard Touchdown vs. Georgia State,28694,143
Jane Fonda 'ashamed' she didn't call out W...,186593,929
Audi Think Faster: Episode 2 Featuring Elizabeth Banks,36798,183
Hurricane Irma roars into the Florida Keys and continues up the coast,50537,251
Gökhan Saki KOs Henrique da Silva | HIGHLIGHTS | UFC FIGHT NIGHT,825709,4099
Hudson Moore - Just Wanna Love You (Official Music Video),78103,387
Trump delivers remarks,10906,54
Major earthquake hits south of Mexico City,43655,216
Parsons Green: 'There was a human stampede' - BBC News,89671,443
Asiah Collins & Crystal Smith Get Into a Shouting Match | The Platinum Life | E!,36652,181
Little Shop of Horrors: The Director's Cut,3241,16
Parsons Green: 'There was a human stampede' - BBC News,90855,447
Damage from Hurricane Irma at the Magic Kingdom  Walt Disney World,35101,172
Steven Seagal Calls NFL Protests 'Disgusting' | Good Morning Britain,629483,3081
Parsons Green: 'There was a human stampede' - BBC News,91572,448
iPhone X walkthrough: Animoji  Face ID  Portrait Mode Lighting effects  more,116342,569
GOTTI (2017 Movie) – Official Trailer – John Travolta,1004188,4911
Trump delivers remarks,10848,53
Hot hand fallacy,149462,730
Playing Boston Celtics Jaylen Brown 1 on 1 *must watch*,136685,667
M7.1 Quake Rocks Mexico City On Anniversary Of 1985 Earthquake,249717,1218
Hot hand fallacy,150485,730
KELLYANNE CONWAY ON FOX & FRIENDS 10/9/17 | FOX NEWS TODAY OCTOBER 9  2017,15463,75
Umami Burger Jaden's Impossible Trio,3300,16
Hot hand fallacy,150965,731
Apple Watch Series 3 hands on,48585,235
M7.1 Quake Rocks Mexico City On Anniversary Of 1985 Earthquake,255695,1236
M7.1 Quake Rocks Mexico City On Anniversary Of 1985 Earthquake,256406,1239
Pittsburgh Steelers Vs Baltimore Ravens National Anthem 10/1/17,247959,1197
iPhone X walkthrough: Animoji  Face ID  Portrait Mode Lighting effects  more,132165,638
M7.1 Quake Rocks Mexico City On Anniversary Of 1985 Earthquake,256828,1239
iPhone 8 Hands-On: Don't Overlook This Big Update,24701,119
Nashville vigil for Las Vegas shooting victims #PrayForVegas,71682,345
Steven Seagal Calls NFL Protests 'Disgusting' | Good Morning Britain,647827,3117
UF's Tom Petty tribute,43131,207
The Opposition w/ Jordan Klepper - Opposing the Resistance in Phoenix,754790,3615
Woman forcibly removed off Southwest flight,200416,959
IRONMAN World Championship 2017,74446,356
Jane Fonda 'ashamed' she didn't call out W...,71792,343
Donald Trump on North Korea: Only one thing will work,119114,568
Kevin Durant: 'I went a little too far' on Twitter,5665,27
Steven Seagal Calls NFL Protests 'Disgusting' | Good Morning Britain,656690,3129
Jane Fonda 'ashamed' she didn't call out W...,106877,507
Steven Seagal Calls NFL Protests 'Disgusting' | Good Morning Britain,663194,3145
Live Stream: Canelo vs. Golovkin Official Weigh-In – Friday  Sept. 15 at 3:30pm ET/12:30pm PT,697423,3303
Hurricane Irma Warning With Sign Language,58026,274
Bobi Andonov - Apartment (Official Video),273780,1292
The Opposition w/ Jordan Klepper - Opposing the Resistance in Phoenix,731197,3447
Frankie and​ ​Witney’s - Quickstep - Dancing with the Stars,280431,1322
HOA fight over WWII tank,10002,47
The Opposition w/ Jordan Klepper - Opposing the Resistance in Phoenix,795384,3717
Hurricane Irma Warning With Sign Language,55214,258
KELLYANNE CONWAY ON FOX & FRIENDS 10/9/17 | FOX NEWS TODAY OCTOBER 9  2017,21870,102
Jane Fonda 'ashamed' she didn't call out W...,142260,663
Tom Brady Leads Efficient TD Drive to Take the Lead! | Patriots vs. Buccaneers | NFL Wk 5 Highlights,60482,281
The Opposition w/ Jordan Klepper - Opposing the Resistance in Phoenix,707295,3286
Never Stop (Cable),5599,26
Pittsburgh Steelers Vs Baltimore Ravens National Anthem 10/1/17,267910,1244
Pittsburgh Steelers Vs Baltimore Ravens National Anthem 10/1/17,269422,1251
22 Injured In Explosion On London Subway Train At Parsons Green Underground Station | TIME,958557,4449
Light-up LED Dress for Halloween,3448,16
Pittsburgh Steelers Vs Baltimore Ravens National Anthem 10/1/17,269787,1251
WATCH LIVE: Sarah Sanders holds White House news briefing,18606,86
WATCH LIVE: Sarah Sanders holds White House news briefing,17527,81
Guy on disability sees Antiques Roadshow highest appraisal episode & realizes he has that same item,344758,1593
Guy on disability sees Antiques Roadshow highest appraisal episode & realizes he has that same item,390669,1805
Mike Leach Press Conference Oct. 16,5845,27
Playing Boston Celtics Jaylen Brown 1 on 1 *must watch*,132025,609
Tom Brady Leads Efficient TD Drive to Take the Lead! | Patriots vs. Buccaneers | NFL Wk 5 Highlights,59858,276
What does Colin Kaepernick's collusion case really mean?,5640,26
Playing Boston Celtics Jaylen Brown 1 on 1 *must watch*,121678,560
Zapad 2017 || Russian Helicopter Kamov Ka-52 Alligator Fail With Air-To-Surface Missiles.,21086,97
Frankie and​ ​Witney’s - Quickstep - Dancing with the Stars,306800,1409
Blake Lively - Talks About Harvey Weinstein - GMA,96839,443
The Opposition w/ Jordan Klepper - Opposing the Resistance in Phoenix,677009,3097
Future Man Trailer (Official) • FutureMan On Hulu • New York Comic Con,365874,1672
Wonder Wheel – Official Trailer [HD] | Amazon Studios,449841,2052
Hurricane Irma Now a Category 3  Could 'Re-Engergize' to Category 4 | MSNBC,1769252,8048
Hurricane Irma Now a Category 3  Could 'Re-Engergize' to Category 4 | MSNBC,1774499,8057
HAPPY! | Season 1: Official Trailer #1 | SYFY,301124,1364
Frankie and​ ​Witney’s - Quickstep - Dancing with the Stars,323564,1464
Rick and Morty Szechuan Sauce Riot in LA,258138,1166
Light-up LED Dress for Halloween,3544,16
Wonder Wheel – Official Trailer [HD] | Amazon Studios,460490,2072
KELLYANNE CONWAY ON FOX & FRIENDS 10/9/17 | FOX NEWS TODAY OCTOBER 9  2017,22906,103
ALL THE MONEY IN THE WORLD - Official Trailer (HD),713391,3204
Little Shop of Horrors: The Director's Cut,3789,17
Bella Hadid Roughs Up Security Roughing Up Female Photog | TMZ,293148,1315
Never Stop (Cable),5355,24
Massive earthquake rocks Mexico City,1028351,4606
SVU 9.11 Opener Dedication.wmv,19431,87
Chris Orr Makes a House Call vs. Nebraska,46530,208
HOA fight over WWII tank,33565,150
SVU 9.11 Opener Dedication.wmv,19468,87
WATCH LIVE: Sarah Sanders holds White House news briefing,19254,86
Rick and Morty Szechuan Sauce Riot in LA,293564,1311
Polestar global launch event 17.10.17,35462,158
Optical Illusions #2,112174,499
Optical Illusions #2,139123,617
Rutgers Falls To Eastern Michigan,11533,51
What does Colin Kaepernick's collusion case really mean?,5888,26
People are accusing this Dove ad of being racist,154143,680
Chicago Bulls vs Dallas Mavericks - Full Game Highlights | Oct 4  2017 | 2017-18 NBA Preseason,43427,191
22 Injured In Explosion On London Subway Train At Parsons Green Underground Station | TIME,1071580,4712
VIDEO: Woman dragged off Southwest Airlines flight,359958,1582
iPhone X hands-on live from Apple Event 2017,1297760,5693
Chicago Bulls vs Dallas Mavericks - Full Game Highlights | Oct 4  2017 | 2017-18 NBA Preseason,47825,209
UCF Football: Space Game Uniform Reveal,7554,33
What does Colin Kaepernick's collusion case really mean?,5962,26
Powerful Hurricane Maria follows deadly storms Harvey and Irma,27068,118
Jack Ryan - Teaser: The Reveal [HD] | Amazon Video,75129,327
iPhone 8 Hands-On: Don't Overlook This Big Update,34255,149
Murder on the Orient Express | Official Trailer 2 [HD] | 20th Century FOX,1986475,8638
Atlas and Orion are just like all other siblings,4832,21
Optical Illusions #2,154997,673
The Opposition w/ Jordan Klepper - Opposing the Resistance in Phoenix,580441,2520
Hudson Moore - Just Wanna Love You (Official Music Video),146782,637
Eyewitness describes chaotic scene of Las Vegas shooting | ABC News,367726,1595
What does Colin Kaepernick's collusion case really mean?,6005,26
Chicago Bulls vs Dallas Mavericks - Full Game Highlights | Oct 4  2017 | 2017-18 NBA Preseason,49442,214
Milos Teodosic Full Highlights 2017.10.01 vs Raptors - 1 Pt  SiCK 8 Assists in Clippers Debut!,308947,1337
Damage from Hurricane Irma at the Magic Kingdom  Walt Disney World,41169,178
Nashville vigil for Las Vegas shooting victims #PrayForVegas,115309,498
